game_start_time_utc,playerDeck,n,freq,label
2022-03-30,Riven/Viktor,710,0.0212702216896345,~HighDiamond
2022-03-30,Tri-Beam (NX/PZ),3553,0.106440982624326,~HighDiamond
2022-03-30,Taliyah/Ziggs,867,0.0259736369083283,~HighDiamond
2022-03-30,Aurelion Sol/Zoe (FR/MT),1063,0.0318454164170162,~HighDiamond
2022-03-30,Miss Fortune/Quinn,1169,0.0350209706411025,~HighDiamond
2022-03-30,Fizz/Lulu (BC/PZ),563,0.0168663870581186,~HighDiamond
2022-03-30,Azir/Irelia,1146,0.0343319352905932,~HighDiamond
2022-03-30,Pantheon/Yuumi (DE/MT),1436,0.0430197723187537,~HighDiamond
2022-03-30,Trundle/Tryndamere (FR/SI),371,0.011114439784302,~HighDiamond
2022-03-30,Elise (NX/SI),1238,0.0370880766926303,~HighDiamond
2022-03-30,Aphelios/Viktor,2877,0.0861893349310965,~HighDiamond
2022-03-31,SunDisc,18774,0.502448815736652,~HighDiamond
2022-03-31,Riven/Viktor,2291,0.0613140639636023,~HighDiamond
2022-03-31,Tri-Beam (NX/PZ),3629,0.0971229760471029,~HighDiamond
2022-03-31,Taliyah/Ziggs,1237,0.0331058477184531,~HighDiamond
2022-03-31,Aurelion Sol/Zoe (FR/MT),2191,0.0586377626120701,~HighDiamond
2022-03-31,Miss Fortune/Quinn,903,0.0241670012043356,~HighDiamond
2022-03-31,Fizz/Lulu (BC/PZ),972,0.0260136491368928,~HighDiamond
2022-03-31,Azir/Irelia,1469,0.0393148668540078,~HighDiamond
2022-03-31,Pantheon/Yuumi (DE/MT),1492,0.0399304161648602,~HighDiamond
2022-03-31,Trundle/Tryndamere (FR/SI),545,0.0145858423658504,~HighDiamond
2022-03-31,Elise (NX/SI),1561,0.0417770640974174,~HighDiamond
2022-03-31,Aphelios/Viktor,2301,0.0615816940987555,~HighDiamond
2022-04-01,SunDisc,11766,0.367171165548448,~HighDiamond
2022-04-01,Riven/Viktor,4900,0.152909970354189,~HighDiamond
2022-04-01,Tri-Beam (NX/PZ),2758,0.0860664690279295,~HighDiamond
2022-04-01,Taliyah/Ziggs,1149,0.0358558277422375,~HighDiamond
2022-04-01,Aurelion Sol/Zoe (FR/MT),2140,0.0667810890934623,~HighDiamond
2022-04-01,Miss Fortune/Quinn,864,0.0269620845685754,~HighDiamond
2022-04-01,Fizz/Lulu (BC/PZ),978,0.0305195818380403,~HighDiamond
2022-04-01,Azir/Irelia,1511,0.0471524418786082,~HighDiamond
